documents,author
"in the proper sense of the term. But there were many men in Islam who could not keep from philosophizing; and even through the folds of the Greek drapery, the form of their own limbs is indicated. It is easy to look down on these men, from the high watch-tower of some School-Philosophy, but it will be better for us to get to know them and to comprehend them in their historical environment. We must leave to special research the tracing of each thought up to its origin. Our aim in what follows can be nothing more than to point out what the Muslims constructed out of the materials which were before them. II. PHILOSOPHY AND ARAB KNOWLEDGE. 1. Grammatical Science. 1. By Muslim scholars of the 10th century the sciences were divided into ‘Arab Sciences’ and ‘Old’- or ‘Non-Arab Sciences’. To the former belonged Grammar, Ethics and Dogmatics, History and Knowledge of Literature; to the latter Philosophy, Natural Science and Medicine. In the main the division is a proper one. The last-named branches are not only those which were determined the most by foreign influences, but those too which never became really popular. And yet the so called ‘Arab Sciences’ are not altogether pure native products. They too arose or were developed in places in the Muslim empire where Arabs and Non-Arabs met together, and where the need was awakened of reflecting on those subjects which concern mankind the most,—Speech and Poetry, Law and Religion,—in so far as differences or inadequacies appeared therein. In the mode in which this came about, it is easy to trace the influence of Non-Arabs, particularly of Persians; and the part taken by Greek Philosophy in the process asserts itself in ever-growing importance. 2. The Arabic language,—in which the Arabs themselves took particular delight, for its copious vocabulary, its wealth of forms and its inherent capability of cultivation,—was peculiarly fitted to take a leading",T.J. de Boer
"position in the world. If it is compared, for example, with the unwieldy Latin, or even with the turgid Persian, it is found to be specially distinguished by the possession of short Abstract-forms,—a property of great service in scientific expression. It is capable of indicating the finest shades of meaning; but just because of its richly developed stock of synonyms, it offers temptations to deviate from the Aristotelian rule,—that the use of synonyms is not permissible in exact science. A language so elegant, expressive, and difficult withal, as Arabic was, necessarily invited much examination, when it had become the polite language of the Syrians and the Persians. Above all, the study of the Koran, and the recital and interpretation of it demanded profound attention to be devoted to the language. Unbelievers, also, may have thought that they could point out grammatical errors in the sacred Book; and therefore examples were gathered out of ancient poems and out of the living speech of the Bedouins, to support the expressions of the Koran. To these examples remarks were, no doubt, added upon grammatical accuracy in general. On the whole, the living usage formed the standard, but in order to save the authority of the Koran, it was certainly not applied without artifice. This proceeding was regarded, all the same, by simple believers, with a measure of suspicion. Masudi tells us even of some grammarians from Basra, who, when on a pleasure trip, took to going through a Koran Imperative, and for that reason(?) were soundly cudgelled by country folk engaged in date-gathering. 3. The Arabs trace their grammatical science, like so many other things, to Ali, to whom is ascribed even Aristotle’s tripartite division of speech. In reality the study began to be cultivated in Basra and Kufa. Its earliest development is involved in obscurity, for in the Grammar of Sibawaih († 786) we have a finished system,—a colossal work—, which, like",T.J. de Boer
"Ibn Sina’s Canon of Medicine in after times, could only be explained by later generations as the production of many scholars working in collaboration. We are but ill-informed even on the points of difference between the schools of Basra and Kufa. The Basra grammarians, like the school of Bagdad in subsequent times, must have conceded a great influence to Qiyas (Analogy) in the determination of grammatical phenomena, while those of Kufa allowed many idiomatic forms which diverged from Qiyas. On this ground, to mark the contrast between the Basra grammarians and those of Kufa, the former were called ‘the Logic people’. Their terminology differed in detail from that of the Kufa school. Many, whose heads had been turned by logic, in the opinion of the genuine Arabs, must have gone decidedly too far in their captious criticism of the language; but on the other side caprice was raised to the position of rule. It was from no mere accident that the school of Basra was the first to avail itself of logical resources. Generally speaking, it was at Basra that the influence of philosophic doctrines first appeared, and among its grammarians were to be found many Shiʻites and Mutazilites, who readily permitted foreign wisdom to influence their doctrinal teaching. 4. Grammatical science, in so far as it was not confined, to the collecting of Examples, Synonyms &c., when so determined by the subjects specially treated, was affected by the Aristotelian Logic. Even before the Muslim era, Syrians and Persians had studied the treatise περὶ ἑρμηνείας, with Stoic and Neo-Platonic additions. Ibn al-Moqaffa, who at first was intimate with the grammarian Khalil (v. infra), then made accessible to the Arabs all that existed in Pahlawi of a grammatical or logical nature. In conformity therewith the various kinds of Sentences were enumerated,—at one time five, at another eight or nine, as well as the three parts of speech,—Noun, Verb and Particle.",T.J. de Boer
"Afterwards some scholars, like Djahiz, included syllogistic figures among the Rhetorical figures; and in later representations there was much disputation about Sound and Idea. The question was discussed whether language is the result of ordinance or a product of nature; but gradually the philosophic view preponderated, that it came by ordinance. Next to Logic the influence of the preparatory or mathematical sciences falls to be noticed here. Like the prose of ordinary intercourse and the rhymes of the Koran, the verses of the poets were not only collected but also arranged according to special principles of classification,—for example, according to metre. After Grammar Prosody arose. Khalil († 791), the teacher of Sibawaih, to whom the first application of Qiyas to grammatical science was attributed, is said even to have created metrical science. While language came to be regarded as the national, conventional element in poetry, the notion was entertained that what was natural, and common to all populations, would be found in their metre. Thabit ibn Qorra (836–901) therefore maintained, in his classification of the sciences, that metre was something essential, and the study of metre a natural science, and therefore a branch of philosophy. 5. Grammatical science, nevertheless, limited as it was to the Arabic language, retained its peculiarities, upon which this is not the place to enter. At all events, it is an imposing production of the keenly-observing and diligently-collecting Arab intelligence,—a production of which the Arabs might well be proud. An apologist of the 10th century, who was engaged in combating Greek philosophy, said: “He who is acquainted with the subtleties and profundities of Arab poetry and versification, knows well that they surpass all such things as numbers, lines and points, which are wont to be advanced in proof of their opinions, by people who idly dream that they are capable of understanding the essence of things. I cannot see the substantial advantage of things like numbers,",T.J. de Boer
"lines and points, if, in spite of the trifling profit which may attend them, they do harm to the Faith and are followed by consequences, against which we have to invoke the help of God.” Men would not have their delight in the minutiae of their language disturbed by general philosophic speculations. Many a word-form, originating with the translators of foreign works, was held in detestation by purist Grammarians. The beautiful art of calligraphy, more decorative in its nature than constructive, like Arabic art in general, became developed in noble, delicate forms, and met with a wider expansion than scientific research into the language. In the very characters of the Arabic speech, we may still see the subtlety of the intelligence which formed them, although at the same time we may see a lack of energy, which is observable in the entire development of Arab culture. 2. Ethical Teaching. 1. The believing Muslim, in so far as custom did not maintain its dominion over him, had at first the Word of God and the example of His Prophet as his rule of conduct and opinion. After the Prophet’s death, the Sunna of Mohammed was followed, in cases where the Koran gave no information,—that is to say, men acted and decided, as Mohammed had decided or acted, according to the Tradition of his Companions. But from the time of the conquest of countries in possession of an old civilization, demands which were altogether new were made of Islam. Instead of the simple conditions of Arab life, usages and institutions were met with there, in regard to which the Sacred Law gave no precise direction, and to meet which no tradition or interpretation of tradition presented itself. Every day added thus to the number of individual cases which had not been provided for, and yet about which one had to come to a decision, whether according to custom, or his own sense",T.J. de Boer
"of right. In the old-Roman provinces, Syria and Mesopotamia, Roman law must have long continued to exercise an important influence. Those jurists who attributed to their own opinion (Raʼy, opinio) alongside of the Koran and Sunna, a subsidiary authority to determine the law, were called ‘Adherents of the Raʼy’. One of them, Abu Hanifa of Kufa († 767), the founder of the Hanifite School, became specially famous. But even in Medina, before the appearance of the school of Malik (715–795), as well as in that school, a harmless though restricted deference was at first paid to the Raʼy. By slow degrees, however, and in the course of opposing a Raʼy which was becoming a pretext for much arbitrariness, the view gained ground, that in everything the Tradition (hadith) respecting the Sunna of the Prophet was to be followed. Thereupon traditions were collected from all quarters, and explained—and in large numbers even forged—; and a system of criteria to determine their genuineness was formed, which, however, laid more stress upon the external evidence and the appropriateness of the traditionary material than upon consistency and historic truth. As a consequence of this development, the ‘people of the Raʼy’, who were chiefly located in Iraq (Babylonia), were now confronted by the ‘Adherents of the Tradition’, or the Medina school. Even Shafii (767–820), the founder of the third school of Law, who in general held to the Sunna, was numbered with the partisans of Tradition, in contradistinction no doubt to Abu Hanifa. 2. Logic introduced a new element into this controversy,—viz. Qiyas or Analogy. There had been, of course, stray applications of Qiyas, even in earlier times; but, to lay down Qiyas as a principle, a foundation or a source of law,—presupposed the influence of scientific reflection. Although the terms Raʼy and Qiyas may be used as synonyms, yet there is in the latter term, less suggestion of the presence and operation of individual",T.J. de Boer
"predilection than there is in Raʼy. The more one grew accustomed to employ Qiyas in grammatical and logical researches, the more readily could he include this principle in the institutes of jurisprudence, whether by way of reasoning from one instance to another, or from the majority of instances to the remainder (i.e. analogically), or by way of seeking rather for some common ground governing various cases, from which the conduct proper in a particular case might be deduced (i.e. syllogistically) [9]. The application of Qiyas appears to have come into use, first and most extensively, in the Hanifite school, but afterwards also in the school of Shafii,—though with a more limited range. In connection therewith, the question—whether language was capable of expressing the Universal, or could merely denote the Particular—became important for ethical doctrine. The logical principle of Qiyas never attained to great repute. Much more emphasis was laid,—next to the Koran and the Sunna, the historic foundations of the Law—, upon the Idjma, that is, the Consensus of the Congregation of the faithful. The Consensus of the Congregation or, practically, of the most influential learned men in it,—who may be compared to the fathers and teachers of the Catholic Church,—is the Dogmatical principle, which, contested only by a few, has proved the most important instrument in establishing the Muslim Ethical System. Theory, however, continues to assign a certain subordinate place to Qiyas, as a fourth source of moral guidance, after Koran, Sunna and Idjma. 3. The Muslim Ethical System (al-fiqh = ‘the knowledge’) take into account the entire life of the believer, for whom the Faith itself is the first of all duties. Like every innovation the system at first encountered violent opposition:—commandment was now turned into doctrinal theory, and believing obedience into abstruse pursuit of knowledge: that called for protestation alike from plain pious people and from wise statesmen. But gradually the ‘knowing’ men or men learned in",T.J. de Boer
"the Law (ulamā, or in the West, faqihs) were recognized as the true heirs of the prophets. The Ethical system was developed before the Doctrinal, and it has been able to hold the leading position up to the present day. Nearly every Muslim knows something of it, seeing it is part of a good religious upbringing. According to the great Church-father Gazali, ‘the Fiqh’ is the daily bread of believing souls, while the Doctrine is only valuable as a Medicine for the sick. We are not called upon here to enter into the minutiae of the fine-spun casuistic of the Fiqh. The main subject handled in it is an ideal righteousness, which can never be illustrated in all its purity in our imperfect world. We are acquainted now with its principles, and with the position which it holds in Islam. Let us merely add a brief notice of the division of moral acts which was formulated by ethical teachers. According to this classification there are: 1. Acts, the practice of which is an absolute duty and is therefore rewarded, and the omission of which is punished: 2. Acts which are recommended by the Law, and are the subject of reward, but the neglect of which does not call for punishment: 3. Acts which are permitted, but which in the eyes of the Law are a matter of indifference: 4. Acts which the Law disapproves of, but does not hold as punishable: 5. Acts which are forbidden by the Law and which demand unconditional punishment [10]. 4. Greek philosophic enquiries have had a two-fold influence upon the Ethics of Islam. With many of the sectaries and mystics, both orthodox and heretic, an ascetic system of Ethics is found, coloured by Pythagorean-Platonic views. The same thing appears with philosophers, whom we shall afterwards meet again. But in orthodox circles the Aristotelian deliverance,—that virtue consists in the just mean—, found much acceptance, because",T.J. de Boer
"something similar stood in the Koran, and because, generally, the tendency of Islam was a catholic one,—one conciliatory of opposites. More attention indeed was given to Politics than to Ethics, in the Muslim empire, and the struggles of political parties were the first thing to occasion difference of opinion. Disputes about the Imâmat, i.e. the headship in the Muslim Church, pervade the entire history of Islam; but the questions discussed have commonly more of a personal and practical than a theoretical importance, and therefore a history of philosophy does not need to consider them very fully. Hardly anything of philosophic value emerges in them. Even in the course of the first centuries there was developed a firm body of constitutional law canonically expressed; but this, like the ideal system of duty, was not particularly heeded by strong rulers,—who viewed it as mere theological brooding,—while, on the other hand, by weak princes it could not be applied at all. Just as little is it worth our while to examine minutely the numerous ‘mirrors of Princes’, which were such favourites, in Persia especially, and in whose wise moral saws, and maxims of political sagacity, the courtly circles found edification. The weight of philosophic endeavour in Islam lies on the theoretical and intellectual side. With the actual proceedings of social and political life they are able to make but a scanty compromise. Even the Art of the Muslims, although it exhibits more originality than their Science, does not know how to animate the crude material, but merely sports with ornamental forms. Their Poetry creates no Drama, and their Philosophy is unpractical. 3. Doctrinal Systems. 1. In the Koran there had been given to Muslims a religion, but no system,—precepts but no doctrines. What is contrary to logic therein,—what we account for by the shifting circumstances of the Prophet’s life, and his varying moods,—was simply accepted by the first believers, without asking questions about",T.J. de Boer
"the How and Why. But in the conquered countries they were faced by a fully-formed Christian Dogmatic as well as by Zoroastrian and Brahmanic theories. We have laid frequent stress already upon the great debt which the Muslims owe to the Christians; and the doctrinal system has certainly been determined the most by Christian influences. In Damascus the formation of Muslim Dogmas was affected by Orthodox and Monophysite teaching, and in Basra and Bagdad rather perhaps by Nestorian and Gnostic theories. Little of the literature belonging to the earliest period of this movement has come down to us, but we cannot be wrong in assigning a considerable influence to personal intercourse and regular school-instruction. Not much was learned in the East at that time out of books, any more than it is to-day: more was learned from the lips of the teacher. The similarity between the oldest doctrinal teachings in Islam and the dogmas of Christianity is too great to permit any one to deny that they are directly connected. In particular, the first question about which there was much dispute, among Muslim Scholars, was that of the Freedom of the Will. Now the freedom of the will was almost universally accepted by Oriental Christians. At no time and in no place perhaps was the Will-problem—first in the Christology, but afterward in the Anthropology—so much discussed from every point as in the Christian circles of the East at the time of the Muslim conquest. Besides these considerations which are partly of an a priori character, there are also detached notices which indicate that some of the earliest Muslims, who taught the Freedom of the Will, had Christian teachers. A number of purely philosophic elements from the Gnostic systems, and afterwards from the translation-literature, associated themselves with the Hellenistic-Christian influences. 2. An assertion, expressed in logical or dialectic fashion, whether verbal or written, was called by the Arabs,—generally, but more",T.J. de Boer
"particularly in religious teaching—a Kalam (λόγος), and those who advanced such assertions were called Mutakallimun. The name was transferred from the individual assertion to the entire system, and it covered also the introductory, elementary observations on Method,—and so on. Our best designation for the science of the Kalam is ‘Theological Dialectics’ or simply ‘Dialectics’; and in what follows we may translate Mutakallimun by ‘Dialecticians’. The name Mutakallimun, which was at first common to all the Dialecticians, was in later times applied specially to the Antimutazilite and Orthodox theologians. In the latter case it might be well, following the sense, to render the term by Dogmatists or Schoolmen. In fact while the first dialecticians had the Dogma still to form, those who came later had only to expound and establish it. The introduction of Dialectics into Islam was a violent innovation, and it was vehemently denounced by the party of the Tradition. Whatever went beyond the regular ethical teaching was heresy to them, for faith should be obedience, and not,—as was maintained by the Murdjites and Mutazilites—, knowledge. By the latter it was laid down without reserve that speculation was one of the duties of believers. Even to this demand the times became reconciled, for according to tradition the Prophet had said already: ‘The first thing which God created was Knowledge or Reason’. 3. Very numerous are the various opinions which found utterance in the days even of the Omayyads, but especially in those of the early Abbasids. The farther they diverged from one another, the more difficult it was for the men of the Tradition to come to an understanding with them; but gradually certain compact doctrinal collections stood out distinctly, of which the rationalist system of the Mutazilites, the successors of the Qadarites, was most widely extended, particularly among Shiʻites. From Caliph Mamun’s time down to Mutawakkil’s, it even received State recognition; and the Mutazilites, who had been in",T.J. de Boer
"earlier days oppressed and persecuted by the temporal power, now became Inquisitors of the Faith themselves, with whom the sword supplied the place of argument. About the same time, however, their opponents the Traditionalists commenced to build up a system of belief. Upon the whole there was no lack of intermediary forms between the naive Faith of the multitude and the Gnosis of the dialecticians. In contrast to the spiritualistic stamp of Mutazilitism these intermediary forms took an anthropomorphic character with regard to the doctrine of the Deity, and a materialistic character with regard to the theory of man and the universe (Anthropology and Cosmology). The soul, for example, was conceived of by them as corporeal, or as an accident of the body, and the Divine Essence was imagined as a human body. The religious teaching and art of the Muslims were greatly averse to the symbolical God-Father of the Christians, but there was an abundance of absurd speculations about the form of Allah. Some went so far as to ascribe to him all the bodily members together, with the exception of the beard and other privileges of oriental manhood. It is impossible to discuss in detail all the Dialectic sects, which often made their first appearance in the form of political parties. From the standpoint of the history of Philosophy it is enough to give here the chief doctrines of the Mutazilites, in so far as they can lay claim to general interest. 4. The first question, then, concerned man’s conduct and destiny. The forerunners of the Mutazilites, who were called Qadarites, taught the Freedom of the human Will; and the Mutazilites, even in later times, when their speculations were directed more to theologico-metaphysical problems, were first and foremost pointed to as the supporters of the doctrine of Divine Righteousness,—which gives rise to no evil, and rewards or punishes man according to his deserts—, and, in the second place,",T.J. de Boer
"as the confessors, or avowed supporters of the Unity of God, i.e. the absence of properties from his Essence considered per se [or the predicateless character of the essential nature of God]. The systematic statement of their doctrines must have been influenced by the Logicians (v. IV, 2 § 1); for even in the first half of the 10th century, the Mutazilite system began with the confession of the Unity of God, while the doctrine of God’s Righteousness, announced as it is in all his works, is relegated to the second place. The responsibility of man, as well as the holiness of God, who is incapable of directly causing man’s sinful actions, had to be saved by asserting the freedom of the Will. Man must therefore be lord of his actions; but he is lord of these only, for few entertained any doubt that the energy which confers ability to act at all, and the power of doing either a good or a bad action come to man from God. Hence the numerous subtle discussions,—amalgamated with a criticism of the philosophic conception of Time—on the question whether the power, which God creates in man, is bestowed previous to the action, or coincidentally and simultaneously therewith: For, did the power precede the act, then it would either have to last up to the time of the act, which would belie its accidental character (cf. II, 3 § 12), or have ceased to exist before the act,—in which case it might have been dispensed with altogether. From human conduct speculation passed on to consider the operations of nature. Instead of God and man, the antithesis in this case is God and nature. The productive and generative powers of nature were recognized as means or proximate causes; and some endeavoured to investigate them. In their opinion, however, nature herself, like all the world, was a work of God, a creature of his wisdom:",T.J. de Boer
"And just as the omnipotence of God was limited in the moral kingdom by his holiness or righteousness,—so in the natural world it was limited by his wisdom. Even the presence of evil and mischief in the world was accounted for by the wisdom of God, who sends everything for the best. A production or object of Divine activity, evil is not. “God may be able, indeed,”—so an earlier generation had maintained—“to act wickedly and unreasonably, but he would not do it.” The later Mutazilites taught, on the other hand, that God has no power at all to do anything which is in this way repugnant to his nature. Their opponents, who regarded God’s unlimited might and unfathomable will as directly operative in all doing and effecting were indignant at this teaching, and compared its propounders to the dualistic Magians. Consistent Monism was on the side of these opponents, who did not care to turn man and nature into creators—next to and under God—of their acts or operations. 5. The Mutazilites, it is clear from the foregoing, had a different idea of God from that which was entertained by the multitude and by the Traditionalists. This became specially evident, as speculation advanced, in the doctrine of the Divine attributes. From the very beginning the Unity of God was strongly emphasized in Islam; but that did not prevent men from bestowing upon him many beautiful names following human analogy, and ascribing to him several attributes. Of these the following came gradually into greatest prominence, under the influence assuredly of Christian dogmatics:—viz.: Wisdom, Power, Life, Will, Speech or Word, Sight and Hearing. The last two of these—Sight and Hearing—were the first to be explained in a spiritual sense, or entirely set aside. But the absolute Unity of the Godhead did not appear to be compatible with any plurality of co-eternal attributes. Would not that be the Trinity of the Christians, who before",T.J. de Boer
"now had explained the three Persons of the One Divine Being as attributes? In order to avoid this inconvenience they sought sometimes to derive several attributes out of others by a process of abstraction, and to refer them to a single one—for instance to Knowledge or Power—and sometimes to apprehend them each and all as being states of the Divine essence, or to identify them with the essence itself, in which case of course their significance nearly disappeared. Occasionally an attempt was made through refinements of phraseology to save something of that significance. While, for example, a philosopher, denying the attributes, maintained that God is by his essence a Being who knows, a Mutazilite dialectian expressed it thus: God is a Being who knows, but by means of a knowledge, which He himself is. In the opinion of the Traditionalists the conception of God was in this way being robbed of all its contents. The Mutazilites hardly got beyond negative determinations,—that God is not like the things of this world,—that he is exalted above Space, Time, Movement, and so on; but they held fast to the doctrine that he is the Creator of the world. Although little could be asserted regarding the Being of God, it was thought he could be known from his works. For the Mutazilites as well as for their opponents, the Creation was an absolute act of God, and the existence of the world an existence in time. They energetically combated the doctrine of the eternity of the world,—a doctrine supported by the Aristotelian philosophy, and which had been widely spread throughout the East. 6. We have already found ‘Speech’ or ‘the Word’, given as one of the eternal attributes of God; and, probably by way of conformity with the Christian doctrine of the Logos, there was taught in particular the eternity of the Koran which had been revealed to the Prophet. This belief in an",T.J. de Boer
"eternal Koran by the side of Allah, was downright idolatry, according to the Mutazilites; and in opposition thereto the Mutazilite Caliphs proclaimed it as a doctrine accepted by the State,—that the Koran had been created: Whoever denied this doctrine was publicly punished. Now although the Mutazilites in maintaining this dogma were more in harmony with the original Islam than their opponents, yet history has justified the latter, for pious needs proved stronger than logical conclusions. Many of the Mutazilites, in the opinion of their brethren in the faith, were far too ready to make light of the Koran, the Word of God. If it did not agree with their theories, it received ever new interpretations. In actual fact reason had more weight with many than the revealed Book. By comparing not only the three revealed religions together, but these also with Persian and Indian religious teaching and with philosophic speculation, they reached a natural religion, which reconciled opposites. This was built up on the basis of an inborn knowledge, universally necessary,—that there is one God, who, as a wise Creator, has produced the world, and also endowed Man with reason that he may know his Creator and distinguish between Good and Evil. Contrasted with this Natural or Rational Religion, acquaintance with the teaching of revelation is then something adventitious,—an acquired knowledge. By this contention the most consistent of the Mutazilites had broken away from the consensus of the Muslim religious community, and had thus actually put themselves outside the general faith. At first they still appealed to that consensus,—which they were able to do as long as the secular power was favourably disposed to them. That condition, however, did not last long, and they soon learned by experience what has often been taught since,—that the communities of men are more ready to accept a religion sent down to them from on high, than an enlightened explanation of it. 7. Following",T.J. de Boer
"up this survey let us take a closer view of one or two of the most considerable of the Mutazilites, that the general picture may not be wanting in individual features. Let us first glance at Abu-l-Hudhail al-Allaf, who died about the middle of the 9th century. He was a famous dialectician, and one of the first who allowed philosophy to exercise an influence on their theological doctrines. That an attribute should be capable of inhering in a Being in any way is not conceivable, in the opinion of Abu-l-Hudhail: It must either be identical with the Being or different from it. But yet he looks about for some way of adjustment. God is, according to him, knowing, mighty, living, through knowledge, might and life, which are his very essence; and just as men had done even before this, on the Christian side, he terms these three predicates the Modi (wudjuh) of the Divine Being. He agrees also that hearing, seeing and other attributes are eternal in God, but only with regard to the world which was afterwards to be created. Besides, it would be easy enough for him and for others, who were affected by the philosophy of the day, to interpret these and similar expressions—such as God’s ‘beholding’ on the last day, [11]—in a spiritual sense, since generally they regarded seeing and hearing as spiritual acts. For example, Abu-l-Hudhail maintained that motion was visible, but not palpable, because it was not a body. The Will of God, however, is not to be regarded as eternal. On the contrary, Abu-l-Hudhail assumes absolute declarations of Will as being different both from the Being who wills and the object which is willed. Thus the absolute Word of Creation takes an intermediate position between the eternal Creator and the transient created world. These declarations of God’s Will form a kind of intermediate essence, to be compared with the Platonic Ideas or",T.J. de Boer
"the Sphere-spirits, but perhaps regarded rather as immaterial powers than as personal spirits. Abu-l-Hudhail distinguishes between the absolute Word of Creation and the accidental Word of Revelation, which is announced to men in the form of command and prohibition, appearing as matter and in space, and which is thus significant only for this transient world. The possibility of living in accordance with the Divine word of revelation, or of resisting it, exists therefore in this life alone. Binding injunction and prohibition presuppose Freedom of Will and capability of acting in accordance therewith. On the other hand in the future life there are no obligations in the form of laws, and, accordingly, no longer any freedom: everything there depends on the absolute determination of God. Nor will there be any motion in the world beyond, for as motion has once had a beginning, it must, at the end of the world, come to a close in everlasting rest. Abu-l-Hudhail, therefore, could not have believed in a resurrection of the body. Human actions he divides into Natural and Moral, or Actions of the members, and Actions of the heart. An action is moral, only when we perform it without constraint. The moral act is Man’s own property, acquired by his own exertions, but his knowledge comes to him from God, partly through Revelation, and partly through the light of Nature. Anterior even to any revelation man is instructed in duty by Nature, and thus is fully enabled to know God, to discern Good from Evil, and to live a virtuous, honest and upright life. 8. Noteworthy as a man and a thinker is a younger contemporary of Abu-l-Hudhail’s, and apparently a disciple of his, commonly called Al-Nazzam, who died in the year 845. A fanciful, restless, ambitious man, not a consistent thinker, but yet a bold and honest one,—such is the representation of him given us by Djahiz, one of his pupils.",T.J. de Boer
"The people considered him a madman or a heretic. A good deal in his teaching is in touch with what passed among the Orientals as the Philosophy of Empedocles and Anaxagoras (Cf. also Abu-l-Hudhail). In the opinion of Nazzam God can do absolutely no evil thing; in fact he can only do that which he knows to be the best thing for his servants. His omnipotence reaches no farther than what he actually does. Who could hinder him from giving effect to the splendid exuberance of his Being? A Will, in the proper sense of the term,—which invariably implies a need,—is by no means to be attributed to God. The Will of God, on the contrary, is only a designation of the Divine agency itself, or of the commands which have been conveyed to men. Creation is an act performed once for all, in which all things were made at one and the same time, so that one thing is contained in another, and so that in process of time the various specimens of minerals, plants and animals, as well as the numerous children of Adam, gradually emerge from their latent condition and come to the light. Nazzam, like the philosophers, rejects the theory of atoms (v. II, 3 § 12), but then he can only account for the traversing of a definite distance, by reason of the infinite divisibility of space, by postulating leaps. He holds bodily substances to be composed of ‘accidents’ instead of atoms. And just as Abu-l-Hudhail could not conceive of the inherence of attributes in an essence, so Nazzam can only imagine the accident as the substance itself or as a part of the substance. Thus ‘Fire’ or ‘the Warm’, for instance, exists in a latent condition in wood, but it becomes free when, by means of friction, its antagonist ‘the Cold’ disappears. In the process there occurs a motion or transposition, but no qualitative",T.J. de Boer
"change. Sensible qualities, such as colours, savours and odours, are, in Nazzam’s view, bodies. Even the soul or the intellect of Man he conceives to be a finer kind of body. The soul, of course, is the most excellent part of man: it completely pervades the body, which is its organ, and it must be termed the real and true Man. Thoughts and aspirations are defined as Movements of the Soul. In matters of Faith and in questions of Law Nazzam rejects both the consensus of the congregation and the analogical interpretation of the Law, and appeals in Shiʻite fashion to the infallible Imam. He thinks it possible for the whole body of Muslims to concur in admitting an erroneous doctrine, as, for instance, the doctrine that Mohammed has a mission for all mankind in contradistinction to other prophets. Whereas God sends every prophet to all mankind. Nazzam, besides, shares the view of Abu-l-Hudhail as to the knowledge of God and of moral duties by means of the reason. He is not particularly convinced of the inimitable excellence of the Koran. The abiding marvel of the Koran is made to consist only in the fact that Mohammed’s contemporaries were kept from producing something like to the Koran. He has certainly not retained much of the Muslim Eschatology. At least the torments of hell are in his view resolved into a process of consuming by fire. 9. Many syncretistic doctrines, but all devoid of originality, have come down to us from the school of Nazzam. The most famous man, whom it produced was the elegant writer and Natural-Philosopher Djahiz († 869), who demanded of the genuine scholar that he should combine the study of Theology with that of Natural Science. He traces in all things the operations of Nature, but also a reference in these operations to the Creator of the world. Man’s reason is capable of knowing the Creator, and",T.J. de Boer
"in like manner of comprehending the need of a prophetic revelation. Man’s only merit is in his will, for on the one hand all his actions are interwoven with the events of Nature, and on the other his entire knowledge is necessarily determined from above. And yet no great significance appears to accrue to the Will, which is derived from ‘knowing’. At least Will in the Divine Being is quite negatively conceived of, that is, God never operates unconsciously, or with dislike to his work. In all this there is little that is original. His ethical ideal is ‘the mean’, and the style of his genius is also mediocre. It is only in compiling his numerous writings that Djahiz has shown any excess. 10. With the earlier Mutazilites reflections on Ethics and Natural Philosophy predominate; with those who come later Logico-metaphysical meditations prevail. In particular Neo-Platonic influences are to be traced here. Muammar, whose date cannot be accurately determined, although it may be set down as about the year 900, has much in common with those who have just been named. But he is far more emphatic in his denial of the existence of Divine attributes, which he regards as being contradictory of the absolute unity of the Divine essence. God is high above every form of plurality. He knows neither himself nor any other being, for ‘knowing’ would presuppose a plurality in him. He is even to be called Hyper-eternal. Nevertheless he is to be recognized as Creator of the world. He has only created bodies, it is true; and these of themselves create their Accidents, whether through operation of Nature or by Will. The number of these accidents is infinite, for in their essence they are nothing more than the intellectual relations of thought. Muammar is a Conceptualist. Motion and Rest, Likeness and Unlikeness, and so on, are nothing in themselves, and have merely an intellectual or ideal",T.J. de Boer
"existence. The soul, which is held to be the true essence of Man, is conceived of as an Idea or an immaterial substance, though it is not clearly stated how it is related to the body or to the Divine essence. The account handed down is confused. Man’s will is free, and,—properly speaking,—Willing is his only act, for the outward action belongs to the body (Cf. Djahiz). The school of Bagdad, to which Muammar seems to belong, was conceptualist. With the exception of the most general predicates,—those of Being and Becoming, it made Universals subsist only as notions or concepts. Abu Hashim of Basra († 933) stood nearer to Realism. The attributes of God, as well as Accidents and Genus-notions in general, were regarded by him as something in a middle position between Being and Not-Being: he called them Conditions or Modes. He designated Doubt as a requisite in all knowing. A simple Realist he was not. Mutazilite thinkers indulged in dialectic quibbling even about ‘Not-Being’. They argued that Not-Being, as well as Being, must come to possess a kind of reality, seeing that it may become the subject of thought: at least man tries to think of ‘Nothing’ rather than not think at all. 11. In the 9th century several dialectic systems had been formed in the contest against the Mutazilites, one of which, viz. the Karramite system, held its ground till long after the 10th century. There arose, however, from the ranks of the Mutazilites a man whose mission it was to reconcile antagonistic views, and who set up that doctrinal system which was acknowledged as orthodox first in the East, and, later, throughout the whole of Islam. This was Al-Ashari (873–935), who understood how to render to God the things that are God’s, and to man the things that are man’s. He rejected the rude anthropomorphism of the Antimutazilite dialecticians, and set God high above all that",T.J. de Boer
